State,House,S.No.,MP Name,Constituency,District,Total Entitlement (in Crore),"Total GOI Release 
 (in Crore)",Total Release Pending (in Crore),"UnSanction Balance 
(in Crore)","UnSpent Balance
(in Crore)","Last Inst. 
No.",Last Inst. Yr.,"Last Release 
Date","Last Release
Amount
(in Crore)",Column16,Pending Inst. No & Year.,Reasons for not Release
A & N Islands,8,1,SHRI. kuldeep rai sharma,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,17,5,12,-5.72,2.68,2,2019-2020,14-03-2022,2.5,null,"1 / 2021-2022,1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Andhra Pradesh,8,1,Dr Beesetti Venkata Satyavathi,ANAKAPALLE,Anakapalli,17,7,10,0.26,2.75,1,2022-2023,19-04-2023,2.5,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Andhra Pradesh,null,2,Dr. Sanjeev Kumar Singari,KURNOOL,KURNOOL,19.5,7,12.5,-4.23,0.01,1,2021-2022,20-02-2023,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2018-2019,2 / 2022-2023",
Andhra Pradesh,null,3,Ms. Goddeti Madhavi,ARAKU(ST),Alluri Sitharama Raju,17,7,10,-1.71,0.64,1,2021-2022,10-11-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Andhra Pradesh,null,4,Shri Adala Reddy,NELLORE(SC),NELLORE,17,5,12,-1.04,1.9,2,2019-2020,23-03-2021,2.5,null,"1 / 2021-2022,1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",A/C Balance Mismatch in MPR and Bank A/C.
Andhra Pradesh,null,5,Shri Chandra Sekhar Bellana,VIZIANAGARAM,VIZIANAGARAM,17,7,10,0.02,2.21,1,2021-2022,17-06-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Andhra Pradesh,null,6,Shri Durga Prasad Rao Balli-Ex,TIRUPATI(SC),NELLORE,10,5,5,0.55,3.16,2,2019-2020,24-06-2021,2.5,null,1 / 2023-2024,Eligible MPR not Received.
Andhra Pradesh,null,7,Shri Kinjarapu Ram Mohan Naidu,SRIKAKULAM,SRIKAKULAM,17,9.5,7.5,-2.69,1.06,1,2022-2023,30-11-2022,2.5,null,"1 / 2023-2024,2 / 2022-2023","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending."
Andhra Pradesh,null,8,Shri Kotagiri Sridhar,ELURU,Eluru,17,7,10,-10.03,1.49,1,2021-2022,13-03-2023,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Andhra Pradesh,null,9,Shri Magunta Sreenivasulu Reddy,ONGOLE,PRAKASAM,24.5,5,19.5,-6.87,1.67,2,2019-2020,30-03-2020,2.5,null,"1 / 2021-2022,1 / 2022-2023,1 / 2023-2024,1 / 2018-2019,2 / 2018-2019,2 / 2017-2018,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Andhra Pradesh,null,10,Shri Midhun Reddy,RAJAMPET,Annamayya,19.5,7,12.5,-11.54,2.09,1,2021-2022,24-05-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2018-2019,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Andhra Pradesh,null,11,Shri Nallakonda Gari Reddeppa,CHITTOOR,CHITTOOR,17,7,10,-10.22,4.12,1,2021-2022,30-05-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Andhra Pradesh,null,12,Shri Raghu Ramakrishna Raju Kanumuru,NARASAPURAM,WEST GODAVARI,17,5,12,4.68,9.6,2,2019-2020,24-03-2021,2.5,null,"1 / 2021-2022,1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Andhra Pradesh,null,13,Shri Srinivas Kesineni,VIJAYAWADA,NTR,17,9.5,7.5,-7.7,2.78,1,2022-2023,13-03-2023,2.5,null,"1 / 2023-2024,2 / 2022-2023",
Andhra Pradesh,null,14,Shri Y. S. Avinash Reddy,KADAPA,CUDDAPAH,17,7,10,-1.45,2.92,1,2021-2022,14-11-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Andhra Pradesh,null,15,SHRI. Balashowry Vallabbhaneni,MACHILIPATNAM,KRISHNA,17,7,10,-5.22,2.91,1,2021-2022,23-03-2023,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Andhra Pradesh,null,16,SHRI. Jayadev Galla,GUNTUR,GUNTUR,17,5,12,-3.12,2.36,2,2019-2020,23-03-2021,2.5,null,"1 / 2021-2022,1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Andhra Pradesh,null,17,SHRI. Kuruva Gorantla Madhav,HINDUPUR,Sri Sathya Sai,17,9.5,7.5,-6.36,2.16,1,2022-2023,17-01-2023,2.5,null,"1 / 2023-2024,2 / 2022-2023","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending."
Andhra Pradesh,null,18,SHRI. Lavu Sri Krishna Devarayalu,NARASARAOPET,Palnadu,17,7,10,-2.1,1.24,1,2021-2022,30-05-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Andhra Pradesh,null,19,SHRI. Maddila Gurumoorthy,TIRUPATI(SC),Tirupati,12,2,10,-7.45,2.43,1,2021-2022,28-03-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",Eligible MPR not Received.
Andhra Pradesh,null,20,SHRI. Margani Bharat,RAJAHMUNDRY,EAST GODAVARI,17,7,10,-8.52,2.24,1,2021-2022,21-03-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Andhra Pradesh,null,21,SHRI. MVVV Satyanarayana,VISAKHAPATNAM,VISAKHAPATNAM,17,7,10,0.93,2,1,2021-2022,10-11-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Andhra Pradesh,null,22,SHRI. Nandigam Suresh,BAPATLA,Bapatla,17,7,10,-8.21,0.02,1,2021-2022,30-05-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Andhra Pradesh,null,23,SHRI. Pocha Brahmananda Reddy,NANDYAL,Nandyal,27,17,10,-4.08,2.3,1,2017-2018,17-03-2023,2.5,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Andhra Pradesh,null,24,SHRI. Talari Rangaiah,ANANTAPUR,ANANTAPUR,24.5,7,17.5,-11.75,1.18,1,2021-2022,11-02-2022,2,null,"1 / 2022-2023,1 / 2023-2024,1 / 2018-2019,2 / 2018-2019,2 / 2017-2018,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Andhra Pradesh,null,25,Smt. Chinta Anuradha,AMALAPURAM(SC),Dr. B.R. Ambedkar Konaseema,17,5,12,-6.33,0.18,2,2019-2020,26-03-2021,2.5,null,"1 / 2021-2022,1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Andhra Pradesh,null,26,Smt. Geetha Viswanath Vanga,KAKINADA,EAST GODAVARI,17,7,10,-4.05,2.01,1,2021-2022,23-02-2023,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Arunachal Pradesh,8,1,Shri Kiren Rijiju,ARUNACHAL WEST,WEST SIANG,17,7,10,0.49,1.06,1,2021-2022,28-02-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Arunachal Pradesh,null,2,Shri Tapir Gao,ARUNACHAL EAST,LOHIT,17,7,10,0.19,0.19,1,2021-2022,30-11-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Assam,8,1,Dr. Rajdeep Roy,SILCHAR,CACHAR,17,12,5,0.13,0.25,2,2022-2023,26-09-2022,2.5,null,1 / 2023-2024,
Assam,null,2,Maulana Ajmal Badruddin,DHUBRI,DHUBRI,17,12,5,2.43,3.79,2,2022-2023,18-11-2022,2.5,null,1 / 2023-2024,
Assam,null,3,SH. Teli Rameswar,DIBRUGARH,DIBRUGARH,17,7,10,0.67,1.02,1,2021-2022,17-01-2023,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Assam,null,4,Shri Abdul Khaleque,BARPETA,BARPETA,17,7,10,0.14,1.03,1,2021-2022,21-03-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Assam,null,5,Shri Gaurav Gogoi,KALIABOR,GOLAGHAT,17,12,5,0.98,1.19,2,2022-2023,28-03-2023,2.5,null,1 / 2023-2024,
Assam,null,6,Shri Naba (Hira) Kumar Sarania,KOKRAJHAR (ST),NALBARI,17,9.5,7.5,0.28,0.4,1,2022-2023,17-01-2023,2.5,null,"1 / 2023-2024,2 / 2022-2023",
Assam,null,7,Shri Pallab Lochan Das,TEZPUR,SONITPUR,17,9.5,7.5,0.16,0.91,1,2022-2023,14-03-2023,2.5,null,"1 / 2023-2024,2 / 2022-2023",
Assam,null,8,Shri Pradan Baruah,LAKHIMPUR,DHEMAJI,17,12,5,0.2,0.82,2,2022-2023,31-01-2023,2.5,null,1 / 2023-2024,
Assam,null,9,Shri Topon Kumar Gogoi,JORHAT,CHARAIDEO,17,7,10,0.24,1.02,1,2021-2022,28-02-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Assam,null,10,SHRI. Dilip Saikia,MANGALDOI,DARRANG,17,9.5,7.5,0.95,1.8,1,2022-2023,20-03-2023,2.5,null,"1 / 2023-2024,2 / 2022-2023",
Assam,null,11,SHRI. Horen Sing Bey,AUTONOMOUS DISTRICT(ST),KARBI ANGLONG,29.5,19.5,10,0.25,1.61,1,2021-2022,20-03-2023,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Assam,null,12,SHRI. Kripanath Mallah,KARIMGANJ (SC),KARIM GANJ,17,7,10,0.46,0.82,1,2021-2022,27-06-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending."
Assam,null,13,SHRI. Pradyut Bordoloi,NOWGONG,NOWGONG,17,12,5,0.28,1.05,2,2022-2023,28-03-2023,2.5,null,1 / 2023-2024,
Assam,null,14,Smt. Queen Oja,GUWAHATI,KAMRUP METROPOLITAN,17,9.5,7.5,0.88,2.33,1,2022-2023,02-01-2023,2.5,null,"1 / 2023-2024,2 / 2022-2023",
Bihar,8,1,Prince Raj,SAMASTIPUR(SC),SAMASTIPUR,17,9.5,7.5,-0.8,0.21,1,2022-2023,30-03-2023,2.5,null,"1 / 2023-2024,2 / 2022-2023",
Bihar,null,2,Chaudhary Mehboob Ali Kaiser,KHAGARIA,KHAGARIA,17,12,5,0.76,0.76,2,2022-2023,07-02-2023,2.5,null,1 / 2023-2024,
Bihar,null,3,Dr Mohammad Jawed,KISHANGANJ,KISHANGANJ,19.5,9.5,10,-2.1,1.49,1,2022-2023,30-03-2023,2.5,null,"1 / 2023-2024,1 / 2018-2019,2 / 2022-2023",
Bihar,null,4,Dr. Alok Kumar Suman,GOPALGANJ (SC),GOPALGANJ,17,9.5,7.5,0.76,1.75,1,2022-2023,10-01-2023,2.5,null,"1 / 2023-2024,2 / 2022-2023",
Bihar,null,5,Dr. Sanjay Jaiswal,PASCHIM CHAMPARAN,BETTIAH (W.CHAMPARAN),17,5,12,-0.13,0.33,2,2019-2020,06-03-2023,2.5,null,"1 / 2021-2022,1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Bihar,null,6,Mr. Gopal Jee Thakur,DARBHANGA,DARBANGA,17,5,12,-1.04,1.72,2,2019-2020,29-03-2021,2.5,null,"1 / 2021-2022,1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Bihar,null,7,Shri Ajay Kumar Mandal,BHAGALPUR,BHAGALPUR,17,7,10,-6.21,1.29,1,2021-2022,30-09-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Bihar,null,8,Shri Ajay Nishad,MUZAFFARPUR,MUZAFFARPUR,17,12,5,0.01,0.27,2,2022-2023,06-03-2023,2.5,null,1 / 2023-2024,
Bihar,null,9,Shri Ashok Kumar Yadav,MADHUBANI,MADHUBANI,17,9.5,7.5,0.78,1.34,1,2022-2023,15-02-2023,2.5,null,"1 / 2023-2024,2 / 2022-2023",
Bihar,null,10,Shri Ashwini Kumar Choubey,BUXAR,BUXAR,17,9.5,7.5,0.21,1.12,1,2022-2023,02-01-2023,2.5,null,"1 / 2023-2024,2 / 2022-2023","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending."
Bihar,null,11,Shri Chandan Singh,NAWADA,SHEKHPURA,17,5,12,0.71,2.23,2,2019-2020,17-08-2021,2.5,null,"1 / 2021-2022,1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Bihar,null,12,Shri Chhedi Paswan,SASARAM(SC),KAIMUR (BHABUA),17,12,5,0.03,0.78,2,2022-2023,02-01-2023,2.5,null,1 / 2023-2024,
Bihar,null,13,Shri Chirag Paswan,JAMUI(SC),JAMUI,17,7,10,0.09,0.97,1,2021-2022,15-02-2023,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Bihar,null,14,Shri Giridhari Yadav,BANKA,BANKA,17,9.5,7.5,-0.06,1.35,1,2022-2023,27-01-2023,2.5,null,"1 / 2023-2024,2 / 2022-2023",
Bihar,null,15,Shri Giriraj Singh,BEGUSARAI,BEGUSARAI,17,7,10,1.43,1.43,1,2021-2022,27-05-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Bihar,null,16,Shri Janardan Singh Sigriwal,MAHARAJGANJ,SARAN,17,5,12,0.33,0.02,2,2019-2020,28-03-2021,2.5,null,"1 / 2021-2022,1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",Provisional Utilisation Certificate Pending.
Bihar,null,17,Shri Kaushalendra Kumar,NALANDA,BIHAR SHARIF/NALANDA,17,7,10,-0.67,0.93,1,2021-2022,09-03-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Bihar,null,18,Shri Mahabali Singh,KARAKAT,ROHTAS,17,9.5,7.5,0.7,2.87,1,2022-2023,30-09-2022,2.5,null,"1 / 2023-2024,2 / 2022-2023","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending."
Bihar,null,19,Shri Nityanand Rai,UJJARPUR,SAMASTIPUR,17,7,10,-0.15,2.4,1,2021-2022,14-03-2023,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Bihar,null,20,Shri Pradeep Kumar Singh,ARARIA,ARARIA,17,7,10,-6.51,0.03,1,2021-2022,14-02-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Bihar,null,21,Shri Radha Mohan Singh,PURVI CHAMPARAN,MOTHIHARI (E.CHAMPARAN),17,7,10,0.38,2.89,1,2021-2022,30-09-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Bihar,null,22,Shri Rajiv Pratap Rudy,SARAN,SARAN,34.5,5,29.5,0.47,2.88,2,2019-2020,25-11-2022,2.5,null,"1 / 2021-2022,1 / 2022-2023,1 / 2023-2024,1 / 2016-2017,1 / 2017-2018,1 / 2018-2019,2 / 2018-2019,2 / 2017-2018,2 / 2016-2017,2 / 2015-2016,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Bihar,null,23,Shri Rajiv Ranjan (Lalan) Singh,MUNGER,LAKHISARAI,17,7,10,0.75,2.28,1,2021-2022,21-02-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Bihar,null,24,Shri Ram Kripal Yadav,PATALIPUTRA,PATNA,17,5,12,0.02,2.98,2,2019-2020,21-12-2022,2.5,null,"1 / 2021-2022,1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Bihar,null,25,Shri Santosh Kumar,PURNEA,PURNEA,17,7,10,-1.72,0.06,1,2021-2022,11-02-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Bihar,null,26,Shri Sunil Kumar,VALMIKI NAGAR,BETTIAH (W.CHAMPARAN),24,4.5,19.5,-0.39,1.06,1,2022-2023,15-02-2023,2.5,null,"1 / 2023-2024,2 / 2022-2023",
Bihar,null,27,Shri Sunil Kumar Pintu,SITAMARHI,SITAMARHI,17,7,10,-0.34,0.27,1,2021-2022,28-11-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Bihar,null,28,Shri Sushil Kumar Singh,AURANGABAD,AURANGABAD,17,5,12,0.02,1,2,2019-2020,27-03-2021,2.5,null,"1 / 2021-2022,1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Bihar,null,29,SHRI. Chandeshwar Prasad,JAHANABAD,JEHANABAD,17,7,10,0.53,0.84,1,2021-2022,13-12-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Bihar,null,30,SHRI. Dileshwar Kamait,SUPAUL,SUPAUL,17,12,5,-3.39,0.14,2,2022-2023,02-01-2023,2.5,null,1 / 2023-2024,
Bihar,null,31,SHRI. Dinesh Chandra Yadav,MADHEPURA,SAHARSA,17,5,12,0.67,1.15,2,2019-2020,26-07-2022,2.5,null,"1 / 2021-2022,1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Bihar,null,32,SHRI. Dulal Chandra Goswami,KATIHAR,KATIHAR,17,12,5,-0.52,1.89,2,2022-2023,30-03-2023,2.5,null,1 / 2023-2024,
Bihar,null,33,SHRI. Pashupati Kumar Paras,HAJIPUR(SC),VAISHALI,17,9.5,7.5,-2.17,1.8,1,2022-2023,20-03-2023,2.5,null,"1 / 2023-2024,2 / 2022-2023",
Bihar,null,34,SHRI. Raj Kumar Singh,ARRAH,BHOJPUR(ARRAH),17,2.5,14.5,0.89,2.8,1,2019-2020,06-11-2019,2.5,null,"1 / 2021-2022,1 / 2022-2023,1 / 2023-2024,2 / 2019-2020,2 / 2022-2023",
Bihar,null,35,SHRI. Ramprit Mandal,JHANJHARPUR,MADHUBANI,17,12,5,-0.02,0.36,2,2022-2023,02-01-2023,2.5,null,1 / 2023-2024,
Bihar,null,36,SHRI. Ravi Shankar Prasad,PATNA SAHIB,PATNA,17,5,12,-1.23,0.05,2,2019-2020,20-09-2022,2.5,null,"1 / 2021-2022,1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Bihar,null,37,SHRI. vijay kumar,GAYA (SC),GAYA,17,9.5,7.5,0.21,1.69,1,2022-2023,29-11-2022,2.5,null,"1 / 2023-2024,2 / 2022-2023","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending."
Bihar,null,38,Smt Kavita Singh,SIWAN,SIWAN,17,7,10,-5.44,0.47,1,2021-2022,01-03-2023,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Bihar,null,39,Smt Veena Devi,VAISHALI,MUZAFFARPUR,17,5,12,-0.69,0.09,2,2019-2020,23-03-2021,2.5,null,"1 / 2021-2022,1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",Provisional Utilisation Certificate Pending.
Bihar,null,40,Smt. Rama Devi,SHEOHAR,MOTHIHARI (E.CHAMPARAN),17,9.5,7.5,0.57,0.98,1,2022-2023,02-01-2023,2.5,null,"1 / 2023-2024,2 / 2022-2023","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending."
Chandigarh,8,1,Smt. Kirron Kher,CHANDIGARH,CHANDIGARH,17,7,10,-4.19,0.17,1,2021-2022,28-03-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Chhattisgarh,8,1,Shri Guharam Ajgalley,JANJGIR CHAMPA(SC),JANJGIR-CHAMPA,17,12,5,0.41,2.12,2,2022-2023,16-03-2023,2.5,null,1 / 2023-2024,
Chhattisgarh,null,2,Shri Mohan Mandavi,KANKER(ST),UTTAR BASTAR KANKER,17,9.5,7.5,0.2,0.51,1,2022-2023,28-11-2022,2.5,null,"1 / 2023-2024,2 / 2022-2023","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending."
Chhattisgarh,null,3,SHRI. Arun Sao,BILASPUR,BILASPUR,17,9.5,7.5,0.6,2.46,1,2022-2023,31-10-2022,2.5,null,"1 / 2023-2024,2 / 2022-2023","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending."
Chhattisgarh,null,4,SHRI. Chunni lal Sahu,MAHASAMUND,MAHASAMUND,17,12,5,0.68,1.97,2,2022-2023,23-12-2022,2.5,null,1 / 2023-2024,
Chhattisgarh,null,5,SHRI. Deepak Baij,BASTAR(ST),BASTAR,17,9.5,7.5,-4.29,1.86,1,2022-2023,30-11-2022,2.5,null,"1 / 2023-2024,2 / 2022-2023","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending."
Chhattisgarh,null,6,SHRI. Santosh Pandey,RAJNANDGAON,RAJNANDGAON,17,9.5,7.5,0.83,0.83,1,2022-2023,13-12-2022,2.5,null,"1 / 2023-2024,2 / 2022-2023",
Chhattisgarh,null,7,SHRI. Sunil Kumar soni,RAIPUR,RAIPUR,17,7,10,0.9,2.59,1,2021-2022,14-02-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Chhattisgarh,null,8,SHRI. vijay baghel,DURG,DURG,17,9.5,7.5,0.05,0.65,1,2022-2023,30-11-2022,2.5,null,"1 / 2023-2024,2 / 2022-2023","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending."
Chhattisgarh,null,9,Smt Gomati Sai,RAIGARH(ST),JASHPUR,17,12,5,0.52,1.28,2,2022-2023,01-03-2023,2.5,null,1 / 2023-2024,
Chhattisgarh,null,10,Smt Jyotsna Charandas Mahant,KORBA,KORBA,17,12,5,-0.65,0.77,2,2022-2023,27-01-2023,2.5,null,1 / 2023-2024,
Chhattisgarh,null,11,Smt Renuka Singh Saruta,SARGUJA(ST),Surajpur,17,9.5,7.5,0.35,1.43,1,2022-2023,25-05-2022,2.5,null,"1 / 2023-2024,2 / 2022-2023","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending."
D & N Haveli,8,1,Smt Kalaben Mohanbhai Delkar,DADRA & NAGAR HAVELI (ST),DADRA AND NAGAR HAVELI,24,2,22,2.78,2.93,1,2021-2022,14-03-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",Eligible MPR not Received.
Daman & Diu,8,1,Shri Lalubhai Babubhai Patel,DAMAN & DIU,DAMAN,17,7,10,0.15,2.25,1,2021-2022,30-06-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Delhi,8,1,Dr. Harsh Vardhan,CHANDINI CHOWK,COMMISSIONER NORTH DELHI MUNICIPAL CORPORATION,22,7.5,14.5,-10.2,1.31,1,2013-2014,30-03-2020,2.5,null,"1 / 2022-2023,1 / 2021-2022,1 / 2023-2024,2 / 2022-2023,2 / 2019-2020",Eligible MPR not Received.
Delhi,null,2,Shri Gautam Gambhir,EAST DELHI,COMMISSIONER EAST DELHI MUNICIPAL CORPORATION,17,7,10,-8.5,0.25,1,2021-2022,30-03-2023,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Delhi,null,3,Shri Manoj Kumar Tiwari,NORTH EAST DELHI,COMMISSIONER EAST DELHI MUNICIPAL CORPORATION,17,7,10,-1.02,2.74,1,2021-2022,30-03-2023,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Delhi,null,4,Shri Parvesh Sahib Singh,WEST DELHI,COMMISSIONER SOUTH DELHI MUNICIPAL CORPORATION,17,5,12,-11.68,0.69,2,2019-2020,22-03-2021,2.5,null,"1 / 2022-2023,1 / 2021-2022,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Delhi,null,5,Shri Raj Hans Hans,NORTH WEST DELHI(SC),COMMISSIONER NORTH DELHI MUNICIPAL CORPORATION,17,5,12,-7.23,0.2,2,2019-2020,22-03-2021,2.5,null,"1 / 2021-2022,1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Delhi,null,6,Shri Ramesh Bidhuri,SOUTH DELHI,COMMISSIONER SOUTH DELHI MUNICIPAL CORPORATION,17,7,10,-6.94,1.55,1,2021-2022,31-01-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Delhi,null,7,Smt. Meenakashi Lekhi,NEW DELHI,COMMISSIONER SOUTH DELHI MUNICIPAL CORPORATION,17,7,10,-9.78,0,1,2021-2022,31-01-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Goa,8,1,Shri Francisco Cosme Sardinha,SOUTH GOA,SOUTH GOA,17,7,10,-3.56,0.25,1,2021-2022,06-06-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Goa,null,2,Shri Shripad Yesso Naik,NORTH GOA,NORTH GOA,17,5,12,-2.8,0.94,2,2019-2020,25-06-2021,2.5,null,"1 / 2021-2022,1 / 2022-2023,1 / 2023-2024,2 / 2022-2023","Eligible MPR not Received, Provisional Utilisation Certificate Pending."
Gujarat,8,1,Dr Kirit Premjibhai Solanki,AHMEDABAD WEST(SC),AHMEDABAD,17,9.5,7.5,-1.99,0.01,1,2022-2023,23-02-2023,2.5,null,"1 / 2023-2024,2 / 2022-2023",
Gujarat,null,2,Dr. Bharatiben Dhirubhai Shyal,BHAVNAGAR,BHAVNAGAR,17,7,10,-1.61,0.27,1,2021-2022,10-01-2023,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",
Gujarat,null,3,Dr. K. C. Patel,VALSAD(ST),VALSAD,17,7,10,0.47,0.88,1,2021-2022,08-02-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",Provisional Utilisation Certificate Pending.
Gujarat,null,4,Dr. Mahendrabhai Kalubhai Munjpara,SURENDRANAGAR,SURENDRANAGAR,17,7,10,0.4,0.61,1,2021-2022,03-02-2022,2,null,"1 / 2022-2023,1 / 2023-2024,2 / 2022-2023",Eligible MPR not Received.
